Моделирование погоды - Марковский процесс с непрерывным временем
Дата экспорта: 29.05.2026 03:49:15
Всего дней: 5000
Общее время моделирования: 5000,00 дней
Начальное состояние: Облачно
Seed генератора: 42

=== МАТРИЦА ИНТЕНСИВНОСТЕЙ (ГЕНЕРАТОР Q) ===
Из\В;Ясно;Облачно;Пасмурно;Интенсивность выхода
Ясно;-0,4;0,3;0,1;0,4
Облачно;0,4;-0,8;0,4;0,8
Пасмурно;0,1;0,4;-0,5;0,5

=== СТАЦИОНАРНЫЕ РАСПРЕДЕЛЕНИЯ ===
Состояние;Время (дни);Эмпирическая вероятность;Теоретическая вероятность;Абсолютная ошибка;Относительная ошибка
Ясно;1917,6791;0,383536;0,381000;0,002536;0,006656
Облачно;1470,5211;0,294104;0,301500;0,007396;0,024530
Пасмурно;1611,7999;0,322360;0,317500;0,004860;0,015307

=== ХАРАКТЕРИСТИКИ ВРЕМЕНИ ПРЕБЫВАНИЯ ===
Состояние;Интенсивность λ;Количество переходов;Среднее (эмп);Среднее (теор);Дисперсия (эмп);Дисперсия (теор)
Ясно;0,4;740;2,587568;2,500000;6,335628;6,250000
Облачно;0,8;1154;1,274282;1,250000;1,720535;1,562500
Пасмурно;0,5;802;2,009726;2,000000;4,046947;4,000000

=== ИСТОРИЯ ВЕРОЯТНОСТЕЙ ПО ДНЯМ ===
День-Время;Ясно;Облачно;Пасмурно
[День 3359. 23:59];0,369348;0,294676;0,335976
[День 3360. 23:59];0,369536;0,294588;0,335876
[День 3361. 23:59];0,369723;0,294501;0,335776
[День 3362. 23:59];0,369910;0,294413;0,335676
[День 3363. 02:50];0,369933;0,294403;0,335664
[День 3363. 23:59];0,369836;0,294588;0,335576
[День 3364. 23:59];0,369726;0,294798;0,335477
[День 3365. 23:59];0,369616;0,295007;0,335377
[День 3366. 23:02];0,369511;0,295208;0,335281
[День 3366. 23:59];0,369518;0,295204;0,335277
[День 3367. 23:59];0,369705;0,295117;0,335178
[День 3368. 16:27];0,369834;0,295057;0,335110
[День 3368. 23:59];0,369799;0,295123;0,335078
[День 3369. 23:59];0,369689;0,295332;0,334979
[День 3370. 06:56];0,369658;0,295392;0,334950
[День 3370. 23:59];0,369791;0,295330;0,334880
[День 3371. 23:59];0,369977;0,295242;0,334780
[День 3372. 17:20];0,370112;0,295179;0,334709
[День 3372. 23:59];0,370082;0,295155;0,334763
[День 3373. 23:59];0,369972;0,295067;0,334960
[День 3374. 20:34];0,369878;0,294992;0,335129
[День 3374. 23:59];0,369863;0,295022;0,335115
[День 3375. 12:40];0,369805;0,295133;0,335063
[День 3375. 23:59];0,369893;0,295091;0,335016
[День 3376. 13:18];0,369996;0,295043;0,334961
[День 3376. 23:59];0,369947;0,295136;0,334917
[День 3377. 04:48];0,369925;0,295178;0,334897
[День 3377. 23:59];0,370075;0,295108;0,334818
[День 3378. 23:59];0,370261;0,295021;0,334718
[День 3379. 23:59];0,370447;0,294933;0,334619
[День 3380. 23:59];0,370634;0,294846;0,334520
[День 3381. 23:59];0,370820;0,294759;0,334422
[День 3382. 23:59];0,371006;0,294672;0,334323
[День 3383. 23:59];0,371191;0,294585;0,334224
[День 3384. 23:59];0,371377;0,294498;0,334125
[День 3385. 23:59];0,371563;0,294411;0,334027
[День 3386. 23:59];0,371748;0,294324;0,333928
[День 3387. 23:59];0,371934;0,294237;0,333829
[День 3388. 23:59];0,372119;0,294150;0,333731
[День 3389. 16:31];0,372247;0,294090;0,333663
[День 3389. 23:59];0,372213;0,294063;0,333724
[День 3390. 02:44];0,372200;0,294053;0,333747
[День 3390. 23:59];0,372364;0,293976;0,333659
[День 3391. 23:59];0,372549;0,293890;0,333561
[День 3392. 23:59];0,372734;0,293803;0,333463
[День 3393. 23:59];0,372919;0,293717;0,333365
[День 3394. 23:59];0,373104;0,293630;0,333266
[День 3395. 23:59];0,373288;0,293544;0,333168
[День 3396. 23:59];0,373473;0,293457;0,333070
[День 3397. 23:59];0,373657;0,293371;0,332972
[День 3398. 23:59];0,373841;0,293285;0,332874
[День 3399. 23:59];0,374025;0,293198;0,332776
[День 3400. 23:59];0,374209;0,293112;0,332678
[День 3401. 23:59];0,374393;0,293026;0,332581
[День 3402. 23:59];0,374577;0,292940;0,332483
[День 3403. 23:59];0,374761;0,292854;0,332385
[День 3404. 23:59];0,374945;0,292768;0,332288
[День 3405. 08:56];0,375013;0,292736;0,332251
[День 3405. 23:59];0,374944;0,292866;0,332190
[День 3406. 02:13];0,374934;0,292885;0,332181
[День 3406. 05:13];0,374920;0,292874;0,332206
[День 3406. 23:59];0,374834;0,293037;0,332129
[День 3407. 11:17];0,374782;0,293134;0,332083
[День 3407. 23:59];0,374879;0,293089;0,332032
[День 3408. 23:59];0,375063;0,293003;0,331934
[День 3409. 03:03];0,375086;0,292992;0,331922
[День 3409. 23:59];0,374990;0,292917;0,332093
[День 3410. 07:17];0,374957;0,292891;0,332153
[День 3410. 23:59];0,374880;0,293035;0,332085
[День 3411. 23:59];0,374770;0,293242;0,331987
[День 3412. 02:13];0,374760;0,293262;0,331978
[День 3412. 23:59];0,374660;0,293184;0,332156
[День 3413. 23:59];0,374551;0,293098;0,332352
[День 3414. 07:48];0,374515;0,293070;0,332415
[День 3414. 23:59];0,374441;0,293210;0,332350
[День 3415. 02:42];0,374429;0,293233;0,332339
[День 3415. 23:59];0,374591;0,293157;0,332252
[День 3416. 23:59];0,374774;0,293071;0,332155
[День 3417. 23:59];0,374957;0,292985;0,332058
[День 3418. 23:59];0,375140;0,292900;0,331961
[День 3419. 23:59];0,375322;0,292814;0,331864
[День 3420. 23:59];0,375505;0,292728;0,331767
[День 3421. 23:59];0,375687;0,292643;0,331670
[День 3422. 04:57];0,375725;0,292625;0,331650
[День 3422. 07:23];0,375714;0,292646;0,331640
[День 3422. 14:48];0,375680;0,292620;0,331700
[День 3422. 23:59];0,375638;0,292699;0,331663
[День 3423. 00:53];0,375634;0,292707;0,331659
[День 3423. 23:59];0,375528;0,292624;0,331847
[День 3424. 14:04];0,375464;0,292574;0,331962
[День 3424. 23:59];0,375419;0,292660;0,331922
[День 3425. 15:02];0,375350;0,292789;0,331861
[День 3425. 23:59];0,375418;0,292757;0,331825
[День 3426. 23:59];0,375600;0,292672;0,331728
[День 3427. 08:38];0,375666;0,292641;0,331693
[День 3427. 22:27];0,375603;0,292592;0,331805
[День 3427. 23:59];0,375596;0,292605;0,331799
[День 3428. 23:59];0,375486;0,292811;0,331702
[День 3429. 23:59];0,375377;0,293017;0,331606
[День 3430. 23:59];0,375267;0,293223;0,331509
[День 3431. 23:59];0,375158;0,293429;0,331413
[День 3432. 23:59];0,375049;0,293635;0,331316
[День 3433. 23:59];0,374940;0,293841;0,331220
[День 3434. 00:44];0,374936;0,293847;0,331217
[День 3434. 23:59];0,375113;0,293764;0,331123
[День 3435. 23:59];0,375294;0,293679;0,331027
[День 3436. 07:34];0,375352;0,293652;0,330996
[День 3436. 22:52];0,375282;0,293783;0,330935
[День 3436. 23:59];0,375291;0,293779;0,330930
[День 3437. 23:59];0,375472;0,293694;0,330834
[День 3438. 23:59];0,375654;0,293608;0,330738
[День 3439. 18:37];0,375795;0,293542;0,330663
[День 3439. 23:59];0,375770;0,293588;0,330642
[День 3440. 23:59];0,375661;0,293793;0,330546
[День 3441. 19:04];0,375574;0,293956;0,330469
[День 3441. 23:59];0,375612;0,293939;0,330450
[День 3442. 23:59];0,375793;0,293853;0,330354
[День 3443. 23:59];0,375974;0,293768;0,330258
[День 3444. 03:36];0,376001;0,293755;0,330243
[День 3444. 06:28];0,375988;0,293780;0,330232
[День 3444. 18:03];0,375936;0,293739;0,330326
[День 3444. 23:59];0,375909;0,293789;0,330302
[День 3445. 14:04];0,375845;0,293910;0,330246
[День 3445. 23:59];0,375799;0,293874;0,330326
[День 3446. 13:03];0,375740;0,293828;0,330432
[День 3446. 23:59];0,375690;0,293921;0,330388
[День 3447. 05:06];0,375667;0,293965;0,330368
[День 3447. 23:59];0,375810;0,293898;0,330292
[День 3448. 23:59];0,375991;0,293813;0,330197
[День 3449. 20:19];0,376144;0,293741;0,330116
[День 3449. 23:59];0,376127;0,293772;0,330101
[День 3450. 00:55];0,376123;0,293780;0,330097
[День 3450. 23:59];0,376297;0,293698;0,330005
[День 3451. 23:59];0,376477;0,293613;0,329910
[День 3452. 23:59];0,376658;0,293528;0,329814
[День 3453. 23:59];0,376839;0,293443;0,329719
[День 3454. 02:35];0,376858;0,293434;0,329708
[День 3454. 23:59];0,376761;0,293358;0,329881
[День 3455. 23:59];0,376652;0,293273;0,330075
[День 3456. 23:59];0,376543;0,293188;0,330269
[День 3457. 23:59];0,376434;0,293103;0,330463
[День 3458. 23:59];0,376325;0,293019;0,330656
[День 3459. 23:59];0,376216;0,292934;0,330850
[День 3460. 07:54];0,376180;0,292906;0,330913
[День 3460. 14:24];0,376229;0,292883;0,330887
[День 3460. 23:59];0,376186;0,292849;0,330965
[День 3461. 20:02];0,376095;0,292779;0,331126
[День 3461. 23:59];0,376077;0,292812;0,331110
[День 3462. 23:59];0,375969;0,293017;0,331015
[День 3463. 23:59];0,375860;0,293221;0,330919
[День 3464. 23:59];0,375752;0,293425;0,330824
[День 3465. 23:59];0,375643;0,293629;0,330728
[День 3466. 01:27];0,375637;0,293641;0,330722
[День 3466. 05:13];0,375620;0,293628;0,330753
[День 3466. 08:53];0,375603;0,293659;0,330738
[День 3466. 23:59];0,375535;0,293605;0,330860
[День 3467. 23:59];0,375427;0,293521;0,331053
[День 3468. 23:59];0,375318;0,293436;0,331245
[День 3469. 23:59];0,375210;0,293352;0,331438
[День 3470. 23:59];0,375102;0,293267;0,331631
[День 3471. 23:59];0,374994;0,293183;0,331823
[День 3472. 23:36];0,374888;0,293100;0,332013
[День 3472. 23:59];0,374886;0,293103;0,332011
[День 3473. 23:59];0,374778;0,293306;0,331915
[День 3474. 23:59];0,374670;0,293510;0,331820
[День 3475. 23:59];0,374563;0,293713;0,331724
[День 3476. 23:59];0,374455;0,293916;0,331629
[День 3477. 23:59];0,374347;0,294119;0,331534
[День 3478. 23:59];0,374240;0,294322;0,331438
[День 3479. 11:10];0,374190;0,294416;0,331394
[День 3479. 23:59];0,374286;0,294371;0,331343
[День 3480. 23:59];0,374465;0,294287;0,331248
[День 3481. 23:59];0,374645;0,294202;0,331153
[День 3482. 23:59];0,374825;0,294118;0,331058
[День 3483. 23:59];0,375004;0,294033;0,330963
[День 3484. 12:16];0,375096;0,293990;0,330914
[День 3484. 14:12];0,375087;0,294006;0,330907
[День 3484. 23:59];0,375043;0,293972;0,330985
[День 3485. 23:59];0,374936;0,293888;0,331177
[День 3486. 23:59];0,374828;0,293803;0,331369
[День 3487. 23:59];0,374721;0,293719;0,331560
[День 3488. 19:52];0,374632;0,293649;0,331719
[День 3488. 23:59];0,374613;0,293684;0,331703
[День 3489. 23:59];0,374506;0,293886;0,331608
[День 3490. 20:22];0,374415;0,294058;0,331527
[День 3490. 23:59];0,374399;0,294045;0,331556
[День 3491. 05:03];0,374376;0,294028;0,331596
[День 3491. 09:01];0,374406;0,294014;0,331581
[День 3491. 23:59];0,374339;0,293961;0,331700
[День 3492. 23:59];0,374232;0,293877;0,331891
[День 3493. 23:59];0,374125;0,293793;0,332083
[День 3494. 03:33];0,374109;0,293780;0,332111
[День 3494. 14:57];0,374058;0,293876;0,332066
[День 3494. 23:59];0,374125;0,293845;0,332030
[День 3495. 23:59];0,374304;0,293761;0,331935
[День 3496. 23:59];0,374483;0,293677;0,331840
[День 3497. 23:59];0,374662;0,293593;0,331745
[День 3498. 23:59];0,374841;0,293509;0,331650
[День 3499. 23:59];0,375019;0,293425;0,331556
[День 3500. 23:59];0,375198;0,293341;0,331461
[День 3501. 17:57];0,375331;0,293279;0,331390
[День 3501. 23:59];0,375304;0,293329;0,331366
[День 3502. 06:50];0,375274;0,293387;0,331339
[День 3502. 23:59];0,375401;0,293327;0,331272
[День 3503. 23:59];0,375579;0,293243;0,331177
[День 3504. 23:59];0,375758;0,293160;0,331083
[День 3505. 23:59];0,375936;0,293076;0,330988
[День 3506. 23:59];0,376114;0,292993;0,330894
[День 3507. 23:59];0,376291;0,292909;0,330800
[День 3508. 23:59];0,376469;0,292826;0,330705
[День 3509. 23:59];0,376647;0,292742;0,330611
[День 3510. 23:59];0,376824;0,292659;0,330517
[День 3511. 10:31];0,376902;0,292622;0,330476
[День 3511. 23:48];0,376843;0,292576;0,330581
[День 3511. 23:59];0,376844;0,292575;0,330580
[День 3512. 23:59];0,377022;0,292492;0,330486
[День 3513. 09:50];0,377094;0,292458;0,330448
[День 3513. 21:15];0,377043;0,292418;0,330538
[День 3513. 23:59];0,377031;0,292441;0,330528
[День 3514. 23:59];0,376924;0,292643;0,330434
[День 3515. 14:05];0,376861;0,292761;0,330378
[День 3515. 23:59];0,376934;0,292726;0,330340
[День 3516. 06:48];0,376984;0,292703;0,330313
[День 3516. 11:25];0,376964;0,292742;0,330295
[День 3516. 23:59];0,377056;0,292698;0,330246
[День 3517. 23:59];0,377233;0,292615;0,330152
[День 3518. 23:59];0,377410;0,292532;0,330058
[День 3519. 23:59];0,377587;0,292448;0,329964
[День 3520. 23:59];0,377764;0,292365;0,329870
[День 3521. 13:18];0,377862;0,292319;0,329818
[День 3521. 16:02];0,377850;0,292342;0,329808
[День 3521. 23:59];0,377814;0,292315;0,329871
[День 3522. 01:49];0,377806;0,292308;0,329885
[День 3522. 12:06];0,377760;0,292394;0,329845
[День 3522. 23:59];0,377848;0,292353;0,329799
[День 3523. 07:40];0,377904;0,292327;0,329769
[День 3523. 23:59];0,377831;0,292463;0,329705
[День 3524. 05:31];0,377807;0,292509;0,329684
[День 3524. 23:59];0,377724;0,292446;0,329830
[День 3525. 23:59];0,377617;0,292363;0,330020
[День 3526. 23:59];0,377510;0,292280;0,330210
[День 3527. 02:34];0,377499;0,292271;0,330231
[День 3527. 23:59];0,377656;0,292197;0,330147
[День 3528. 23:59];0,377832;0,292114;0,330053
[День 3529. 23:59];0,378009;0,292031;0,329960
[День 3530. 23:59];0,378185;0,291949;0,329867
[День 3531. 12:29];0,378276;0,291906;0,329818
[День 3531. 16:59];0,378256;0,291943;0,329800
[День 3531. 23:59];0,378308;0,291919;0,329773
[День 3532. 20:10];0,378456;0,291850;0,329695
[День 3532. 23:59];0,378439;0,291882;0,329680
[День 3533. 06:50];0,378408;0,291939;0,329653
[День 3533. 23:59];0,378534;0,291880;0,329587
[День 3534. 23:59];0,378710;0,291797;0,329493
[День 3535. 23:59];0,378885;0,291715;0,329400
[День 3536. 23:59];0,379061;0,291632;0,329307
[День 3537. 23:59];0,379236;0,291550;0,329214
[День 3538. 14:50];0,379345;0,291499;0,329156
[День 3538. 23:59];0,379304;0,291575;0,329121
[День 3539. 18:56];0,379219;0,291733;0,329048
[День 3539. 23:59];0,379197;0,291716;0,329087
[День 3540. 23:59];0,379090;0,291633;0,329277
[День 3541. 08:03];0,379054;0,291606;0,329341
[День 3541. 23:59];0,378983;0,291738;0,329279
[День 3542. 01:44];0,378975;0,291753;0,329272
[День 3542. 23:59];0,379138;0,291677;0,329186
[День 3543. 07:32];0,379193;0,291651;0,329157
[День 3543. 23:59];0,379119;0,291788;0,329093
[День 3544. 23:59];0,379012;0,291987;0,329000
[День 3545. 23:59];0,378905;0,292187;0,328907
[День 3546. 23:59];0,378799;0,292387;0,328815
[День 3547. 23:59];0,378692;0,292586;0,328722
[День 3548. 09:52];0,378648;0,292668;0,328684
[День 3548. 23:59];0,378585;0,292620;0,328795
[День 3549. 23:59];0,378479;0,292537;0,328984
[День 3550. 23:59];0,378372;0,292455;0,329173
[День 3551. 23:59];0,378265;0,292372;0,329362
[День 3552. 23:59];0,378159;0,292290;0,329551
[День 3553. 23:59];0,378053;0,292208;0,329740
[День 3554. 23:59];0,377946;0,292126;0,329928
[День 3555. 23:59];0,377840;0,292044;0,330117
[День 3556. 08:17];0,377803;0,292015;0,330182
[День 3556. 09:16];0,377799;0,292023;0,330178
[День 3556. 15:00];0,377773;0,292004;0,330223
[День 3556. 23:59];0,377734;0,292078;0,330188
[День 3557. 07:23];0,377701;0,292140;0,330159
[День 3557. 23:59];0,377822;0,292083;0,330095
[День 3558. 18:36];0,377958;0,292019;0,330023
[День 3558. 23:59];0,377934;0,292064;0,330003
[День 3559. 23:59];0,377828;0,292263;0,329910
[День 3560. 23:59];0,377722;0,292461;0,329817
[День 3561. 19:51];0,377634;0,292626;0,329741
[День 3561. 23:59];0,377616;0,292612;0,329773
[День 3562. 23:59];0,377510;0,292529;0,329961
[День 3563. 02:11];0,377500;0,292522;0,329978
[День 3563. 21:43];0,377414;0,292683;0,329903
[День 3563. 23:59];0,377430;0,292676;0,329894
[День 3564. 23:59];0,377605;0,292594;0,329802
[День 3565. 23:59];0,377779;0,292512;0,329709
[День 3566. 18:03];0,377911;0,292450;0,329639
[День 3566. 23:59];0,377884;0,292499;0,329617
[День 3567. 13:28];0,377825;0,292610;0,329565
[День 3567. 23:59];0,377779;0,292574;0,329647
[День 3568. 23:24];0,377675;0,292494;0,329830
[День 3568. 23:59];0,377680;0,292492;0,329828
[День 3569. 23:59];0,377854;0,292410;0,329736
[День 3570. 20:53];0,378006;0,292339;0,329655
[День 3570. 23:59];0,377992;0,292365;0,329643
[День 3571. 17:52];0,377913;0,292512;0,329575
[День 3571. 18:38];0,377910;0,292510;0,329581
[День 3571. 23:59];0,377886;0,292554;0,329560
[День 3572. 17:06];0,377811;0,292695;0,329494
[День 3572. 23:59];0,377861;0,292672;0,329468
[День 3573. 07:00];0,377911;0,292648;0,329441
[День 3573. 07:35];0,377909;0,292653;0,329439
[День 3573. 23:59];0,377837;0,292597;0,329567
[День 3574. 23:59];0,377731;0,292515;0,329754
[День 3575. 03:30];0,377715;0,292503;0,329782
[День 3575. 18:59];0,377828;0,292450;0,329722
[День 3575. 23:59];0,377806;0,292491;0,329703
[День 3576. 18:37];0,377724;0,292645;0,329632
[День 3576. 23:59];0,377763;0,292626;0,329611
[День 3577. 23:10];0,377931;0,292547;0,329522
[День 3577. 23:59];0,377927;0,292554;0,329519
[День 3578. 23:59];0,377821;0,292752;0,329427
[День 3579. 08:39];0,377783;0,292823;0,329393
[День 3579. 23:59];0,377894;0,292771;0,329335
[День 3580. 19:04];0,378033;0,292706;0,329262
[День 3580. 23:59];0,378011;0,292746;0,329243
[День 3581. 09:38];0,377969;0,292826;0,329206
[День 3581. 23:59];0,378072;0,292777;0,329151
[День 3582. 23:59];0,378246;0,292695;0,329059
[День 3583. 10:36];0,378323;0,292659;0,329018
[День 3583. 23:59];0,378264;0,292769;0,328967
[День 3584. 23:59];0,378158;0,292966;0,328875
[День 3585. 23:59];0,378053;0,293164;0,328784
[День 3586. 07:20];0,378021;0,293224;0,328756
[День 3586. 23:59];0,377947;0,293167;0,328885
[День 3587. 23:59];0,377842;0,293086;0,329072
[День 3588. 23:59];0,377737;0,293004;0,329259
[День 3589. 23:59];0,377632;0,292922;0,329446
[День 3590. 23:59];0,377526;0,292841;0,329633
[День 3591. 23:59];0,377421;0,292759;0,329820
[День 3592. 23:59];0,377316;0,292678;0,330006
[День 3593. 23:59];0,377211;0,292596;0,330192
[День 3594. 23:59];0,377106;0,292515;0,330379
[День 3595. 23:59];0,377001;0,292433;0,330565
[День 3596. 23:59];0,376897;0,292352;0,330751
[День 3597. 13:12];0,376839;0,292307;0,330853
[День 3597. 21:11];0,376897;0,292280;0,330823
[День 3597. 23:59];0,376884;0,292271;0,330845
[День 3598. 23:59];0,376780;0,292190;0,331031
[День 3599. 10:11];0,376735;0,292155;0,331110
[День 3599. 23:59];0,376675;0,292268;0,331057
[День 3600. 11:44];0,376624;0,292364;0,331012
[День 3600. 23:59];0,376570;0,292323;0,331107
[День 3601. 23:59];0,376466;0,292242;0,331292
[День 3602. 23:59];0,376361;0,292161;0,331478
[День 3603. 14:21];0,376299;0,292112;0,331589
[День 3603. 23:59];0,376369;0,292080;0,331552
[День 3604. 23:59];0,376541;0,291999;0,331460
[День 3605. 23:59];0,376714;0,291918;0,331368
[День 3606. 23:59];0,376887;0,291837;0,331276
[День 3607. 07:37];0,376942;0,291811;0,331247
[День 3607. 09:04];0,376936;0,291823;0,331241
[День 3607. 16:19];0,376904;0,291798;0,331298
[День 3607. 23:59];0,376871;0,291861;0,331268
[День 3608. 23:59];0,376766;0,292057;0,331176
[День 3609. 06:56];0,376736;0,292114;0,331150
[День 3609. 23:59];0,376859;0,292056;0,331085
[День 3610. 23:59];0,377031;0,291976;0,330993
[День 3611. 23:59];0,377204;0,291895;0,330901
[День 3612. 00:08];0,377205;0,291894;0,330901
[День 3612. 16:29];0,377134;0,291839;0,331027
[День 3612. 23:59];0,377188;0,291814;0,330998
[День 3613. 23:59];0,377360;0,291733;0,330907
[День 3614. 12:14];0,377448;0,291692;0,330860
[День 3614. 23:59];0,377397;0,291788;0,330815
[День 3615. 23:59];0,377293;0,291984;0,330724
[День 3616. 23:59];0,377188;0,292180;0,330632
[День 3617. 23:59];0,377084;0,292375;0,330541
[День 3618. 04:36];0,377064;0,292413;0,330523
[День 3618. 11:47];0,377116;0,292389;0,330496
[День 3618. 22:06];0,377071;0,292473;0,330457
[День 3618. 23:59];0,377063;0,292466;0,330471
[День 3619. 03:03];0,377049;0,292456;0,330495
[День 3619. 09:02];0,377023;0,292505;0,330472
[День 3619. 23:59];0,377131;0,292454;0,330415
[День 3620. 08:22];0,377191;0,292426;0,330383
[День 3620. 16:55];0,377154;0,292397;0,330449
[День 3620. 23:59];0,377204;0,292374;0,330422
[День 3621. 23:59];0,377376;0,292293;0,330331
[День 3622. 23:59];0,377548;0,292212;0,330240
[День 3623. 23:59];0,377720;0,292132;0,330149
[День 3624. 23:59];0,377892;0,292051;0,330058
[День 3625. 04:40];0,377925;0,292035;0,330040
[День 3625. 23:59];0,377841;0,291970;0,330189
[День 3626. 23:59];0,377737;0,291890;0,330373
[День 3627. 23:59];0,377633;0,291809;0,330558
[День 3628. 10:57];0,377585;0,291773;0,330642
[День 3628. 23:59];0,377529;0,291879;0,330593
[День 3629. 23:59];0,377425;0,292074;0,330501
[День 3630. 23:59];0,377321;0,292269;0,330410
[День 3631. 14:45];0,377257;0,292389;0,330355
[День 3631. 23:59];0,377217;0,292358;0,330426
[День 3632. 16:35];0,377145;0,292302;0,330553
[День 3632. 23:59];0,377198;0,292277;0,330525
[День 3633. 23:59];0,377369;0,292197;0,330434
[День 3634. 23:59];0,377541;0,292116;0,330343
[День 3635. 23:59];0,377712;0,292036;0,330252
[День 3636. 23:59];0,377883;0,291956;0,330161
[День 3637. 23:59];0,378054;0,291875;0,330071
[День 3638. 23:59];0,378225;0,291795;0,329980
[День 3639. 23:59];0,378396;0,291715;0,329889
[День 3640. 23:59];0,378566;0,291635;0,329799
[День 3641. 11:18];0,378647;0,291597;0,329756
[День 3641. 23:59];0,378592;0,291555;0,329853
[День 3642. 23:59];0,378488;0,291475;0,330037
[День 3643. 23:59];0,378384;0,291395;0,330221
[День 3644. 03:41];0,378368;0,291383;0,330249
[День 3644. 23:59];0,378280;0,291547;0,330173
[День 3645. 16:50];0,378207;0,291683;0,330109
[День 3645. 23:59];0,378176;0,291659;0,330164
[День 3646. 23:59];0,378073;0,291579;0,330348
[День 3647. 23:59];0,377969;0,291500;0,330531
[День 3648. 23:59];0,377866;0,291420;0,330715
[День 3649. 23:59];0,377762;0,291340;0,330898
[День 3650. 23:59];0,377659;0,291260;0,331081
[День 3651. 23:59];0,377555;0,291180;0,331265
[День 3652. 07:26];0,377523;0,291156;0,331321
[День 3652. 23:59];0,377452;0,291289;0,331259
[День 3653. 23:59];0,377348;0,291483;0,331168
[День 3654. 11:29];0,377299;0,291576;0,331125
[День 3654. 23:59];0,377245;0,291535;0,331220
[День 3655. 23:59];0,377142;0,291455;0,331403
[День 3656. 23:59];0,377039;0,291375;0,331586
[День 3657. 16:49];0,376967;0,291319;0,331714
[День 3657. 23:59];0,377017;0,291296;0,331687
[День 3658. 23:59];0,377188;0,291216;0,331596
[День 3659. 23:59];0,377358;0,291136;0,331506
[День 3660. 15:21];0,377467;0,291086;0,331448
[День 3660. 23:59];0,377430;0,291155;0,331415
[День 3661. 20:07];0,377343;0,291318;0,331339
[День 3661. 23:59];0,377371;0,291305;0,331325
[День 3662. 02:24];0,377388;0,291297;0,331316
[День 3662. 23:59];0,377295;0,291225;0,331480
[День 3663. 23:59];0,377192;0,291146;0,331662
[День 3664. 23:59];0,377089;0,291066;0,331845
[День 3665. 19:17];0,377006;0,291002;0,331991
[День 3665. 23:59];0,377040;0,290987;0,331973
[День 3666. 03:37];0,377065;0,290975;0,331960
[День 3666. 05:45];0,377056;0,290968;0,331976
[День 3666. 15:55];0,377013;0,291050;0,331938
[День 3666. 23:59];0,377070;0,291023;0,331907
[День 3667. 23:59];0,377240;0,290944;0,331817
[День 3668. 23:59];0,377409;0,290864;0,331726
[День 3669. 06:54];0,377458;0,290842;0,331700
[День 3669. 22:50];0,377390;0,290970;0,331640
[День 3669. 23:59];0,377398;0,290966;0,331636
[День 3670. 23:59];0,377568;0,290887;0,331546
[День 3671. 23:59];0,377737;0,290808;0,331455
[День 3672. 23:59];0,377907;0,290728;0,331365
[День 3673. 15:55];0,378019;0,290676;0,331305
[День 3673. 23:59];0,377984;0,290741;0,331275
[День 3674. 15:40];0,377917;0,290867;0,331216
[День 3674. 23:59];0,377976;0,290839;0,331185
[День 3675. 04:43];0,378009;0,290824;0,331167
[День 3675. 11:51];0,377979;0,290881;0,331140
[День 3675. 23:59];0,378064;0,290841;0,331095
[День 3676. 23:59];0,378233;0,290762;0,331005
[День 3677. 23:59];0,378402;0,290683;0,330915
[День 3678. 23:59];0,378571;0,290604;0,330825
[День 3679. 23:59];0,378740;0,290525;0,330735
[День 3680. 23:59];0,378909;0,290446;0,330645
[День 3681. 23:59];0,379078;0,290367;0,330555
[День 3682. 23:59];0,379246;0,290288;0,330465
[День 3683. 23:59];0,379415;0,290210;0,330376
[День 3684. 23:59];0,379583;0,290131;0,330286
[День 3685. 23:59];0,379751;0,290052;0,330196
[День 3686. 06:59];0,379800;0,290029;0,330170
[День 3686. 23:59];0,379727;0,290166;0,330107
[День 3687. 11:35];0,379678;0,290259;0,330064
[День 3687. 18:57];0,379646;0,290235;0,330119
[День 3687. 23:59];0,379681;0,290218;0,330101
[День 3688. 23:59];0,379850;0,290139;0,330011
[День 3689. 23:59];0,380018;0,290061;0,329922
[День 3690. 23:59];0,380186;0,289982;0,329832
[День 3691. 12:20];0,380272;0,289942;0,329786
[День 3691. 23:59];0,380222;0,289904;0,329874
[День 3692. 14:01];0,380162;0,289858;0,329980
[День 3692. 23:59];0,380232;0,289825;0,329943
[День 3693. 23:59];0,380399;0,289747;0,329854
[День 3694. 23:59];0,380567;0,289668;0,329765
[День 3695. 17:58];0,380693;0,289610;0,329698
[День 3695. 23:59];0,380667;0,289590;0,329743
[День 3696. 16:01];0,380598;0,289538;0,329864
[День 3696. 23:59];0,380654;0,289512;0,329835
[День 3697. 23:59];0,380821;0,289433;0,329745
[День 3698. 05:41];0,380861;0,289415;0,329724
[День 3698. 23:59];0,380782;0,289355;0,329863
[День 3699. 21:53];0,380688;0,289284;0,330028
[День 3699. 23:59];0,380679;0,289301;0,330020
[День 3700. 15:47];0,380612;0,289427;0,329961
[День 3700. 23:22];0,380579;0,289402;0,330018
[День 3700. 23:59];0,380576;0,289407;0,330016
[День 3701. 06:38];0,380548;0,289461;0,329991
[День 3701. 09:13];0,380566;0,289452;0,329982
[День 3701. 21:11];0,380515;0,289548;0,329937
[День 3701. 23:59];0,380503;0,289539;0,329959
[День 3702. 23:59];0,380400;0,289461;0,330140
[День 3703. 08:20];0,380364;0,289433;0,330202
