Моделирование погоды - Марковский процесс с непрерывным временем
Дата экспорта: 29.05.2026 03:49:15
Всего дней: 5000
Общее время моделирования: 5000,00 дней
Начальное состояние: Облачно
Seed генератора: 42

=== МАТРИЦА ИНТЕНСИВНОСТЕЙ (ГЕНЕРАТОР Q) ===
Из\В;Ясно;Облачно;Пасмурно;Интенсивность выхода
Ясно;-0,4;0,3;0,1;0,4
Облачно;0,4;-0,8;0,4;0,8
Пасмурно;0,1;0,4;-0,5;0,5

=== СТАЦИОНАРНЫЕ РАСПРЕДЕЛЕНИЯ ===
Состояние;Время (дни);Эмпирическая вероятность;Теоретическая вероятность;Абсолютная ошибка;Относительная ошибка
Ясно;1917,6791;0,383536;0,381000;0,002536;0,006656
Облачно;1470,5211;0,294104;0,301500;0,007396;0,024530
Пасмурно;1611,7999;0,322360;0,317500;0,004860;0,015307

=== ХАРАКТЕРИСТИКИ ВРЕМЕНИ ПРЕБЫВАНИЯ ===
Состояние;Интенсивность λ;Количество переходов;Среднее (эмп);Среднее (теор);Дисперсия (эмп);Дисперсия (теор)
Ясно;0,4;740;2,587568;2,500000;6,335628;6,250000
Облачно;0,8;1154;1,274282;1,250000;1,720535;1,562500
Пасмурно;0,5;802;2,009726;2,000000;4,046947;4,000000

=== ИСТОРИЯ ВЕРОЯТНОСТЕЙ ПО ДНЯМ ===
День-Время;Ясно;Облачно;Пасмурно
[День 258. 05:38];0,315008;0,347793;0,337198
[День 258. 22:49];0,316903;0,346831;0,336266
[День 258. 23:59];0,316844;0,346954;0,336202
[День 259. 14:49];0,316090;0,348507;0,335403
[День 259. 23:59];0,317096;0,347994;0,334909
[День 260. 08:30];0,318027;0,347520;0,334453
[День 260. 12:55];0,317802;0,347981;0,334217
[День 260. 23:59];0,319008;0,347366;0,333626
[День 261. 23:59];0,321607;0,346041;0,332353
[День 262. 23:59];0,324186;0,344725;0,331089
[День 263. 23:59];0,326746;0,343419;0,329835
[День 264. 07:07];0,327503;0,343033;0,329464
[День 264. 23:59];0,326634;0,344776;0,328590
[День 265. 23:59];0,325406;0,347239;0,327355
[День 266. 23:59];0,324187;0,349684;0,326129
[День 267. 06:05];0,323880;0,350301;0,325819
[День 267. 23:59];0,325762;0,349326;0,324912
[День 268. 05:31];0,326340;0,349026;0,324634
[День 268. 22:11];0,325497;0,350708;0,323795
[День 268. 23:59];0,325406;0,350610;0,323984
[День 269. 23:59];0,324201;0,349311;0,326488
[День 270. 06:35];0,323872;0,348957;0,327172
[День 270. 17:02];0,323350;0,350005;0,326645
[День 270. 23:59];0,324073;0,349631;0,326296
[День 271. 23:59];0,326558;0,348345;0,325096
[День 272. 16:20];0,328240;0,347475;0,324284
[День 272. 23:59];0,327857;0,348238;0,323905
[День 273. 23:59];0,326660;0,350617;0,322723
[День 274. 23:59];0,325472;0,352978;0,321550
[День 275. 23:59];0,324293;0,355322;0,320385
[День 276. 23:59];0,323122;0,357650;0,319228
[День 277. 02:33];0,322998;0,357896;0,319106
[День 277. 19:55];0,322156;0,356963;0,320880
[День 277. 23:59];0,321960;0,357356;0,320684
[День 278. 23:59];0,320806;0,359659;0,319535
[День 279. 22:51];0,319714;0,361838;0,318448
[День 279. 23:59];0,319660;0,361776;0,318563
[День 280. 03:57];0,319472;0,361564;0,318964
[День 280. 23:59];0,321495;0,360489;0,318016
[День 281. 23:59];0,323901;0,359211;0,316888
[День 282. 17:54];0,325686;0,358262;0,316052
[День 282. 23:59];0,325394;0,358838;0,315769
[День 283. 10:59];0,324868;0,359874;0,315258
[День 283. 23:59];0,326156;0,359187;0,314657
[День 284. 23:59];0,328520;0,357927;0,313553
[День 285. 23:59];0,330868;0,356675;0,312456
[День 286. 03:04];0,331169;0,356515;0,312316
[День 286. 23:59];0,330163;0,355432;0,314405
[День 287. 23:59];0,329017;0,354198;0,316785
[День 288. 05:24];0,328760;0,353922;0,317319
[День 288. 23:59];0,327878;0,355654;0,316468
[День 289. 03:48];0,327698;0,356007;0,316295
[День 289. 23:59];0,329649;0,354974;0,315377
[День 290. 23:59];0,331953;0,353754;0,314293
[День 291. 23:59];0,334240;0,352543;0,313217
[День 292. 23:59];0,336513;0,351340;0,312148
[День 293. 23:59];0,338769;0,350145;0,311086
[День 294. 01:58];0,338954;0,350047;0,310999
[День 294. 23:59];0,337899;0,352069;0,310031
[День 295. 23:59];0,336758;0,354258;0,308984
[День 296. 16:43];0,335967;0,355774;0,308259
[День 296. 20:42];0,335779;0,355575;0,308646
[День 296. 23:59];0,335624;0,355873;0,308503
[День 297. 13:58];0,334967;0,357134;0,307899
[День 297. 23:59];0,335898;0,356634;0,307468
[День 298. 22:51];0,338013;0,355498;0,306489
[День 298. 23:59];0,337959;0,355601;0,306440
[День 299. 03:05];0,337814;0,355878;0,306308
[День 299. 14:09];0,337294;0,355330;0,307375
[День 299. 15:21];0,337237;0,355439;0,307324
[День 299. 17:09];0,337153;0,355351;0,307496
[День 299. 23:59];0,336833;0,355964;0,307203
[День 300. 11:01];0,336318;0,356949;0,306733
[День 300. 17:10];0,336031;0,356644;0,307324
[День 300. 23:59];0,335714;0,357252;0,307034
[День 301. 23:59];0,334602;0,359380;0,306018
[День 302. 18:37];0,333744;0,361023;0,305233
[День 302. 23:59];0,334236;0,360756;0,305008
[День 303. 23:59];0,336426;0,359569;0,304004
[День 304. 23:59];0,338602;0,358390;0,303008
[День 305. 23:59];0,340763;0,357219;0,302017
[День 306. 17:06];0,342296;0,356389;0,301315
[День 306. 23:59];0,341975;0,356056;0,301969
[День 307. 23:59];0,340865;0,354900;0,304235
[День 308. 23:59];0,339762;0,353751;0,306487
[День 309. 23:59];0,338666;0,352610;0,308724
[День 310. 13:20];0,338060;0,351979;0,309961
[День 310. 17:49];0,337857;0,352368;0,309775
[День 311. 00:00];0,337577;0,352077;0,310346
[День 311. 14:55];0,336903;0,351374;0,311723
[День 311. 20:14];0,336664;0,351834;0,311502
[День 311. 23:59];0,336998;0,351657;0,311345
[День 312. 02:43];0,337239;0,351529;0,311232
[День 312. 23:59];0,336284;0,353366;0,310350
[День 313. 15:21];0,335597;0,354686;0,309717
[День 313. 23:59];0,336359;0,354279;0,309362
[День 314. 20:59];0,338202;0,353295;0,308503
[День 314. 23:59];0,338067;0,353155;0,308778
[День 315. 23:59];0,336998;0,352037;0,310965
[День 316. 23:59];0,335935;0,350927;0,313139
[День 317. 23:59];0,334878;0,349823;0,315299
[День 318. 23:59];0,333828;0,348726;0,317445
[День 319. 09:58];0,333394;0,348273;0,318333
[День 319. 23:59];0,332785;0,349463;0,317752
[День 320. 11:46];0,332276;0,350458;0,317266
[День 320. 23:59];0,333335;0,349902;0,316762
[День 321. 23:59];0,335406;0,348816;0,315779
[День 322. 23:59];0,337463;0,347736;0,314801
[День 323. 22:08];0,339350;0,346745;0,313904
[День 323. 23:59];0,339269;0,346901;0,313829
[День 324. 23:59];0,338225;0,348911;0,312864
[День 325. 12:02];0,337704;0,349915;0,312381
[День 325. 23:59];0,337188;0,349380;0,313432
[День 326. 15:34];0,336518;0,348686;0,314797
[День 326. 23:59];0,336157;0,349384;0,314459
[День 327. 23:59];0,335132;0,351368;0,313500
[День 328. 09:56];0,334709;0,352186;0,313105
[День 328. 23:49];0,334121;0,351566;0,314313
[День 328. 23:59];0,334113;0,351581;0,314306
[День 329. 08:48];0,333741;0,352303;0,313956
[День 329. 23:59];0,335019;0,351627;0,313353
[День 330. 07:09];0,335620;0,351310;0,313071
[День 330. 23:59];0,334908;0,352685;0,312407
[День 331. 14:08];0,334313;0,353835;0,311852
[День 331. 23:59];0,335137;0,353397;0,311466
[День 332. 20:55];0,336878;0,352472;0,310650
[День 332. 23:54];0,336752;0,352340;0,310908
[День 332. 23:59];0,336748;0,352347;0,310905
[День 333. 23:59];0,335740;0,354287;0,309974
[День 334. 01:57];0,335657;0,354445;0,309898
[День 334. 23:59];0,334738;0,353473;0,311789
[День 335. 16:59];0,334032;0,352728;0,313240
[День 335. 17:02];0,334029;0,352733;0,313238
[День 336. 00:00];0,334604;0,352428;0,312968
[День 337. 00:00];0,336578;0,351383;0,312039
[День 338. 00:00];0,338541;0,350343;0,311116
[День 339. 00:00];0,340492;0,349310;0,310198
[День 340. 00:00];0,342432;0,348282;0,309286
[День 341. 00:00];0,344360;0,347261;0,308379
[День 342. 00:00];0,346277;0,346245;0,307477
[День 343. 00:00];0,348183;0,345236;0,306581
[День 343. 18:18];0,349629;0,344470;0,305901
[День 343. 22:29];0,349451;0,344803;0,305745
[День 344. 00:00];0,349570;0,344741;0,305689
[День 345. 00:00];0,351455;0,343742;0,304803
[День 346. 00:00];0,353330;0,342748;0,303922
[День 346. 03:02];0,353567;0,342622;0,303811
[День 347. 00:00];0,352677;0,344277;0,303047
[День 348. 00:00];0,351663;0,346161;0,302176
[День 349. 00:00];0,350656;0,348034;0,301310
[День 349. 09:22];0,350264;0,348763;0,300973
[День 350. 00:00];0,351395;0,348156;0,300449
[День 350. 17:45];0,352764;0,347421;0,299815
[День 351. 00:00];0,352503;0,347904;0,299593
[День 351. 12:15];0,351991;0,348851;0,299158
[День 352. 00:00];0,351502;0,348366;0,300133
[День 352. 20:29];0,350651;0,347523;0,301826
[День 353. 00:00];0,350921;0,347379;0,301700
[День 354. 00:00];0,352754;0,346398;0,300848
[День 354. 19:20];0,354225;0,345611;0,300165
[День 354. 23:57];0,354033;0,345966;0,300002
[День 355. 00:00];0,354035;0,345964;0,300001
[День 356. 00:00];0,355850;0,344992;0,299158
[День 357. 00:00];0,357654;0,344026;0,298320
[День 357. 17:09];0,358938;0,343338;0,297724
[День 358. 00:00];0,358652;0,343861;0,297487
[День 358. 06:47];0,358369;0,344380;0,297252
[День 359. 00:00];0,357653;0,343692;0,298655
[День 360. 00:00];0,356660;0,342737;0,300603
[День 361. 00:00];0,355672;0,341788;0,302540
[День 362. 00:00];0,354689;0,340844;0,304467
[День 362. 22:40];0,353766;0,339956;0,306278
[День 363. 00:00];0,353712;0,340057;0,306231
[День 364. 00:00];0,352740;0,341870;0,305390
[День 364. 07:20];0,352444;0,342422;0,305134
[День 365. 00:00];0,351774;0,341771;0,306455
[День 366. 00:00];0,350813;0,340837;0,308350
[День 367. 00:00];0,349857;0,339908;0,310235
[День 367. 16:10];0,349215;0,339285;0,311500
[День 368. 00:00];0,348906;0,339870;0,311224
[День 369. 00:00];0,347961;0,341659;0,310381
[День 370. 00:00];0,347020;0,343438;0,309542
[День 370. 22:41];0,346136;0,345112;0,308753
[День 371. 00:00];0,346231;0,345061;0,308707
[День 372. 00:00];0,347989;0,344134;0,307878
[День 373. 00:00];0,349737;0,343211;0,307052
[День 374. 00:00];0,351476;0,342293;0,306231
[День 374. 02:39];0,351668;0,342192;0,306140
[День 375. 00:00];0,350834;0,341381;0,307785
[День 376. 00:00];0,349901;0,340473;0,309626
[День 377. 00:00];0,348973;0,339569;0,311457
[День 377. 18:40];0,348254;0,338870;0,312875
[День 378. 00:00];0,348050;0,339258;0,312692
[День 379. 00:00];0,347132;0,341002;0,311867
[День 380. 00:00];0,346218;0,342736;0,311046
[День 381. 00:00];0,345309;0,344461;0,310230
[День 381. 17:08];0,344663;0,345687;0,309649
[День 382. 00:00];0,345154;0,345429;0,309418
[День 382. 04:44];0,345492;0,345250;0,309258
[День 383. 00:00];0,344768;0,346622;0,308610
[День 383. 11:15];0,344346;0,347422;0,308232
[День 384. 00:00];0,345252;0,346942;0,307806
[День 384. 05:04];0,345613;0,346751;0,307636
[День 385. 00:00];0,344905;0,346041;0,309054
[День 386. 00:00];0,344011;0,345144;0,310844
[День 387. 00:00];0,343122;0,344253;0,312625
[День 388. 00:00];0,342238;0,343365;0,314397
[День 388. 21:36];0,341446;0,342570;0,315984
[День 389. 00:00];0,341358;0,342739;0,315903
[День 389. 16:28];0,340757;0,343897;0,315346
[День 390. 00:00];0,341287;0,343620;0,315093
[День 390. 03:47];0,341553;0,343481;0,314965
[День 390. 13:31];0,341199;0,344162;0,314639
[День 390. 17:33];0,341482;0,344014;0,314503
[День 391. 00:00];0,341248;0,343778;0,314974
[День 392. 00:00];0,340377;0,342901;0,316722
[День 393. 00:00];0,339511;0,342029;0,318460
[День 393. 10:39];0,339128;0,341642;0,319230
[День 393. 16:33];0,339541;0,341429;0,319030
[День 394. 00:00];0,339274;0,341947;0,318779
[День 394. 16:34];0,338680;0,343099;0,318221
[День 395. 00:00];0,338415;0,342830;0,318755
[День 395. 11:41];0,337998;0,342408;0,319594
[День 395. 21:48];0,337638;0,343109;0,319253
[День 396. 00:00];0,337560;0,343030;0,319410
[День 397. 00:00];0,336710;0,342166;0,321124
[День 397. 12:49];0,336257;0,341706;0,322036
[День 398. 00:00];0,335864;0,342477;0,321660
[День 399. 00:00];0,335022;0,344125;0,320853
[День 399. 14:29];0,334516;0,345115;0,320369
[День 400. 00:00];0,335176;0,344773;0,320051
[День 401. 00:00];0,336833;0,343913;0,319253
[День 401. 08:17];0,337405;0,343617;0,318978
[День 402. 00:00];0,336856;0,344685;0,318459
[День 402. 05:15];0,336672;0,345043;0,318285
[День 403. 00:00];0,337957;0,344374;0,317669
[День 403. 11:56];0,338774;0,343949;0,317277
[День 404. 00:00];0,338353;0,344765;0,316882
[День 404. 07:28];0,338092;0,345270;0,316638
[День 404. 17:21];0,337748;0,344919;0,317334
[День 405. 00:00];0,338200;0,344683;0,317117
[День 406. 00:00];0,339830;0,343834;0,316336
[День 406. 22:50];0,341374;0,343030;0,315596
[День 407. 00:00];0,341334;0,343107;0,315559
[День 407. 22:20];0,340555;0,344606;0,314839
[День 408. 00:00];0,340497;0,344548;0,314955
[День 409. 00:00];0,339665;0,343706;0,316629
[День 410. 00:00];0,338837;0,342867;0,318296
[День 411. 00:00];0,338012;0,342033;0,319955
[День 412. 00:00];0,337192;0,341203;0,321605
[День 413. 00:00];0,336375;0,340377;0,323248
[День 414. 00:00];0,335563;0,339555;0,324883
[День 415. 00:00];0,334754;0,338736;0,326510
[День 416. 00:00];0,333949;0,337922;0,328128
[День 417. 00:00];0,333149;0,337112;0,329740
[День 417. 07:16];0,332907;0,336867;0,330227
[День 418. 00:00];0,332352;0,337972;0,329676
[День 419. 00:00];0,331558;0,339552;0,328889
[День 419. 15:48];0,331038;0,340589;0,328373
[День 419. 16:27];0,331017;0,340568;0,328415
[День 420. 00:00];0,330769;0,341062;0,328169
[День 420. 15:43];0,330254;0,342088;0,327658
[День 421. 00:00];0,329983;0,341809;0,328208
[День 422. 00:00];0,329201;0,340999;0,329800
[День 422. 17:42];0,328627;0,340403;0,330970
[День 423. 00:00];0,328423;0,340812;0,330765
[День 424. 00:00];0,327649;0,342367;0,329985
[День 425. 00:00];0,326878;0,343914;0,329208
[День 425. 23:48];0,326117;0,345441;0,328442
[День 426. 00:00];0,326130;0,345435;0,328436
[День 426. 18:00];0,327314;0,344828;0,327858
[День 427. 00:00];0,327123;0,344626;0,328251
[День 428. 00:00];0,326358;0,343821;0,329821
[День 429. 00:00];0,325598;0,343019;0,331383
[День 429. 05:04];0,325437;0,342850;0,331713
[День 430. 00:00];0,324840;0,344055;0,331105
[День 430. 04:49];0,324689;0,344361;0,330950
[День 431. 00:00];0,324087;0,343722;0,332191
[День 431. 13:54];0,323652;0,343261;0,333088
[День 432. 00:00];0,323337;0,343900;0,332764
[День 433. 00:00];0,322590;0,345415;0,331995
[День 433. 00:26];0,322576;0,345443;0,331981
[День 434. 00:00];0,324108;0,344662;0,331230
[День 435. 00:00];0,325661;0,343870;0,330469
[День 436. 00:00];0,327208;0,343081;0,329711
[День 437. 00:00];0,328748;0,342296;0,328956
[День 438. 00:00];0,330280;0,341515;0,328205
[День 439. 00:00];0,331806;0,340737;0,327458
[День 440. 00:00];0,333324;0,339962;0,326713
[День 441. 00:00];0,334836;0,339191;0,325973
[День 441. 02:10];0,334972;0,339122;0,325906
[День 442. 00:00];0,334283;0,338424;0,327293
[День 443. 00:00];0,333528;0,337660;0,328812
[День 444. 00:00];0,332777;0,336900;0,330323
[День 445. 00:00];0,332029;0,336143;0,331828
[День 445. 16:31];0,331516;0,335623;0,332860
[День 446. 00:00];0,331285;0,336087;0,332628
[День 446. 07:57];0,331039;0,336580;0,332381
[День 447. 00:00];0,330544;0,336077;0,333379
[День 447. 05:57];0,330360;0,335891;0,333749
[День 447. 07:14];0,330321;0,335970;0,333710
[День 448. 00:00];0,331364;0,335446;0,333190
[День 449. 00:00];0,332854;0,334699;0,332448
[День 450. 00:00];0,334336;0,333955;0,331709
[День 451. 00:00];0,335812;0,333215;0,330973
[День 452. 00:00];0,337281;0,332478;0,330241
[День 453. 00:00];0,338744;0,331744;0,329512
[День 454. 00:00];0,340201;0,331013;0,328786
[День 455. 00:00];0,341651;0,330285;0,328064
[День 455. 18:49];0,342784;0,329717;0,327499
[День 455. 19:13];0,342771;0,329741;0,327487
[День 455. 23:59];0,343058;0,329597;0,327344
[День 456. 23:59];0,344496;0,328876;0,326628
[День 457. 23:59];0,345927;0,328158;0,325915
[День 458. 23:59];0,347352;0,327443;0,325205
[День 459. 23:59];0,348771;0,326731;0,324498
[День 460. 23:59];0,350184;0,326023;0,323794
[День 461. 23:59];0,351590;0,325317;0,323093
[День 462. 23:59];0,352991;0,324614;0,322395
[День 463. 19:35];0,354130;0,324043;0,321828
[День 463. 23:59];0,353990;0,323915;0,322096
[День 464. 06:31];0,353782;0,323725;0,322493
[День 464. 23:59];0,354794;0,323218;0,321988
[День 465. 23:59];0,356178;0,322524;0,321297
[День 466. 23:59];0,357557;0,321834;0,320609
[День 467. 23:59];0,358929;0,321146;0,319924
[День 468. 23:59];0,360296;0,320461;0,319242
[День 469. 23:59];0,361657;0,319780;0,318563
[День 470. 23:59];0,363013;0,319101;0,317887
[День 471. 16:12];0,363925;0,318644;0,317431
[День 471. 23:59];0,363675;0,318425;0,317901
[День 472. 23:59];0,362906;0,317751;0,319343
[День 473. 08:14];0,362642;0,317521;0,319837
[День 473. 22:20];0,362193;0,318367;0,319440
[День 473. 23:59];0,362140;0,318320;0,319539
[День 474. 23:59];0,361378;0,317650;0,320972
[День 475. 23:59];0,360619;0,316983;0,322398
[День 476. 23:59];0,359863;0,316318;0,323819
[День 477. 23:59];0,359110;0,315657;0,325233
[День 478. 23:59];0,358360;0,314998;0,326642
[День 479. 02:50];0,358272;0,314920;0,326809
[День 479. 12:43];0,357964;0,315508;0,326528
[День 479. 19:29];0,358341;0,315323;0,326336
[День 479. 23:59];0,358201;0,315590;0,326209
[День 480. 01:39];0,358150;0,315689;0,326162
[День 480. 23:59];0,359392;0,315078;0,325530
[День 481. 23:59];0,360721;0,314424;0,324855
[День 482. 23:59];0,362045;0,313773;0,324182
[День 483. 01:11];0,362111;0,313741;0,324149
[День 483. 23:59];0,361400;0,313125;0,325476
[День 484. 10:43];0,361067;0,312836;0,326097
[День 484. 23:59];0,361796;0,312479;0,325725
[День 485. 23:59];0,363109;0,311836;0,325055
[День 486. 22:37];0,364341;0,311233;0,324426
[День 486. 23:59];0,364298;0,311196;0,324506
[День 487. 23:59];0,363552;0,310558;0,325890
[День 488. 23:59];0,362808;0,309923;0,327269
[День 489. 02:04];0,362744;0,309868;0,327388
[День 489. 23:59];0,362068;0,311155;0,326777
[День 490. 12:48];0,361674;0,311904;0,326422
[День 490. 16:20];0,361566;0,311811;0,326624
[День 490. 23:59];0,361331;0,312258;0,326411
[День 491. 23:59];0,360596;0,313656;0,325748
[День 492. 07:22];0,360371;0,314085;0,325544
[День 492. 23:59];0,359865;0,313644;0,326492
[День 493. 04:47];0,359719;0,313517;0,326764
[День 493. 23:59];0,359136;0,314629;0,326235
[День 494. 02:39];0,359056;0,314783;0,326161
[День 494. 11:54];0,358776;0,314538;0,326686
[День 494. 19:21];0,358551;0,314968;0,326481
[День 494. 23:59];0,358411;0,314845;0,326744
[День 495. 23:59];0,357688;0,314210;0,328101
[День 496. 23:59];0,356968;0,313578;0,329453
[День 497. 18:10];0,356426;0,313101;0,330473
[День 497. 20:06];0,356368;0,313213;0,330419
[День 497. 23:59];0,356577;0,313111;0,330312
[День 498. 23:59];0,357866;0,312484;0,329650
[День 499. 23:59];0,359150;0,311859;0,328991
[День 500. 12:38];0,359825;0,311531;0,328645
[День 500. 23:59];0,359484;0,311236;0,329279
[День 501. 23:59];0,358768;0,310616;0,330615
[День 502. 23:59];0,358055;0,309999;0,331946
[День 503. 11:29];0,357715;0,309704;0,332581
[День 503. 23:59];0,357345;0,310419;0,332237
[День 504. 09:37];0,357060;0,310967;0,331973
[День 504. 23:59];0,357823;0,310598;0,331579
[День 505. 23:59];0,359092;0,309984;0,330924
[День 506. 23:59];0,360356;0,309373;0,330271
[День 507. 23:59];0,361615;0,308764;0,329621
[День 508. 23:59];0,362869;0,308157;0,328973
[День 509. 23:59];0,364119;0,307553;0,328328
[День 510. 08:58];0,364584;0,307328;0,328088
[День 510. 12:16];0,364486;0,307245;0,328268
[День 511. 00:00];0,364138;0,307908;0,327954
[День 511. 17:36];0,363616;0,308900;0,327484
[День 512. 00:00];0,363426;0,308739;0,327835
[День 513. 00:00];0,362718;0,308137;0,329145
[День 514. 00:00];0,362012;0,307537;0,330450
[День 515. 00:00];0,361309;0,306940;0,331750
[День 515. 13:16];0,360922;0,306611;0,332467
[День 516. 00:00];0,360609;0,307212;0,332179
[День 517. 00:00];0,359912;0,308552;0,331536
[День 517. 14:11];0,359501;0,309342;0,331158
[День 518. 00:00];0,359217;0,309098;0,331685
[День 518. 20:56];0,358613;0,308578;0,332809
[День 519. 00:00];0,358525;0,308748;0,332728
[День 519. 11:01];0,358208;0,309359;0,332433
[День 520. 00:00];0,357835;0,309037;0,333127
[День 520. 13:36];0,357446;0,308701;0,333854
[День 521. 00:00];0,357980;0,308444;0,333576
[День 521. 11:38];0,358577;0,308157;0,333266
[День 521. 16:14];0,358445;0,308044;0,333511
[День 522. 00:00];0,358223;0,308473;0,333304
[День 523. 00:00];0,357538;0,309795;0,332667
[День 523. 09:45];0,357260;0,310332;0,332408
[День 523. 14:22];0,357129;0,310218;0,332653
[День 524. 00:00];0,356856;0,310745;0,332399
[День 525. 00:00];0,356176;0,312058;0,331766
[День 526. 00:00];0,355499;0,313366;0,331135
[День 527. 00:00];0,354824;0,314669;0,330507
[День 527. 04:11];0,354707;0,314896;0,330397
[День 528. 00:00];0,354152;0,314404;0,331444
[День 528. 17:13];0,353672;0,313977;0,332351
[День 529. 00:00];0,353483;0,314344;0,332174
[День 529. 04:32];0,353357;0,314589;0,332055
[День 529. 10:08];0,353201;0,314450;0,332349
[День 530. 00:00];0,352816;0,315197;0,331987
[День 530. 08:30];0,352580;0,315655;0,331765
[День 531. 00:00];0,353366;0,315272;0,331362
[День 532. 00:00];0,354582;0,314679;0,330739
[День 532. 07:24];0,354957;0,314496;0,330547
[День 532. 13:20];0,354792;0,314814;0,330394
[День 533. 00:00];0,355329;0,314552;0,330119
[День 533. 10:26];0,355855;0,314295;0,329849
[День 534. 00:00];0,355479;0,315021;0,329500
[День 535. 00:00];0,354815;0,316301;0,328884
[День 535. 12:52];0,354459;0,316986;0,328555
[День 536. 00:00];0,355017;0,316712;0,328271
[День 537. 00:00];0,356218;0,316122;0,327660
[День 538. 00:00];0,357415;0,315535;0,327051
[День 538. 00:45];0,357452;0,315516;0,327031
[День 538. 18:17];0,356968;0,316445;0,326588
[День 539. 00:00];0,357251;0,316305;0,326444
[День 540. 00:00];0,358441;0,315719;0,325839
[День 541. 00:00];0,359627;0,315136;0,325237
[День 542. 00:00];0,360809;0,314554;0,324637
[День 543. 00:00];0,361986;0,313975;0,324039
[День 543. 04:00];0,362182;0,313878;0,323939
[День 543. 05:36];0,362138;0,313962;0,323900
[День 544. 00:00];0,361628;0,313520;0,324852
[День 545. 00:00];0,360964;0,312945;0,326091
[День 546. 00:00];0,360303;0,312372;0,327325
[День 546. 21:51];0,359703;0,311852;0,328445
[День 547. 00:00];0,359645;0,311964;0,328392
[День 548. 00:00];0,358988;0,313219;0,327793
[День 549. 00:00];0,358334;0,314470;0,327196
[День 550. 00:00];0,357683;0,315716;0,326601
[День 550. 10:17];0,357404;0,316250;0,326346
[День 551. 00:00];0,357034;0,315922;0,327044
[День 552. 00:00];0,356387;0,315350;0,328263
[День 553. 00:00];0,355742;0,314780;0,329478
[День 553. 16:26];0,355302;0,314390;0,330307
[День 554. 00:00];0,355100;0,314780;0,330119
[День 554. 04:01];0,354993;0,314988;0,330019
[День 555. 00:00];0,354460;0,314515;0,331024
[День 556. 00:00];0,353823;0,313950;0,332227
[День 556. 09:35];0,353569;0,313724;0,332707
[День 556. 14:19];0,353444;0,313968;0,332589
[День 556. 23:05];0,353212;0,313762;0,333027
[День 556. 23:59];0,353188;0,313808;0,333004
[День 557. 04:57];0,353057;0,314063;0,332881
[День 557. 23:59];0,353977;0,313616;0,332407
[День 558. 23:59];0,355133;0,313055;0,331812
[День 559. 23:41];0,356270;0,312503;0,331228
[День 559. 23:59];0,356261;0,312496;0,331243
[День 560. 23:59];0,355626;0,311939;0,332435
[День 561. 23:59];0,354994;0,311384;0,333623
[День 562. 09:52];0,354734;0,311156;0,334110
[День 562. 19:35];0,354479;0,311651;0,333870
[День 562. 23:59];0,354690;0,311549;0,333761
[День 563. 00:34];0,354717;0,311536;0,333747
[День 563. 01:43];0,354686;0,311595;0,333718
[День 563. 17:04];0,355418;0,311242;0,333340
[День 563. 23:59];0,355236;0,311083;0,333681
[День 564. 23:59];0,354608;0,310532;0,334860
[День 565. 23:59];0,353981;0,309984;0,336035
[День 566. 23:59];0,353357;0,309437;0,337206
[День 567. 23:59];0,352735;0,308892;0,338373
[День 568. 23:59];0,352115;0,308349;0,339536
[День 569. 23:59];0,351497;0,307808;0,340695
[День 570. 23:59];0,350881;0,307269;0,341849
[День 571. 15:13];0,350492;0,306928;0,342580
[День 571. 23:59];0,350907;0,306732;0,342361
[День 572. 20:17];0,351864;0,306279;0,341856
[День 572. 23:59];0,351769;0,306467;0,341764
[День 573. 14:14];0,351405;0,307184;0,341410
[День 573. 15:07];0,351383;0,307165;0,341453
[День 573. 23:59];0,351157;0,307611;0,341233
[День 574. 23:59];0,350546;0,308815;0,340639
[День 575. 22:11];0,349983;0,309925;0,340092
[День 575. 23:59];0,349937;0,309884;0,340178
[День 576. 23:59];0,349331;0,309347;0,341322
